index,text,label
train_06_132_1375,The protest housing started around 6am Main Reef road,0
train_06_133_949,Mogale said protesters burning tree trunks tyres throwing stones vehicles,0
train_06_134_1796,02nd September two thousand and ten HYDERABAD Medical services affected Gandhi General Hospital GGH Wednesday following flash strike postgraduate undergraduate intern doctors demanding immediate suspension hospital superintendent resident medical officer-I RMO alleged irregularities name hospital development,1
train_06_134_2762,Flash stir doctors Gandhi General Hospital,0
train_06_135_3080,Boycotting classes medical services hundreds junior doctors squatted hospital main building,1
train_06_136_746,They shouted slogans superintendent Asok Kumar RMO-I Rao,0
train_06_137_2467,The strike aegis The Junior Doctors Association Gandhi General Hospital unit would intensified demands met protesting doctors threatened,1
train_06_138_161,Parking contract given goons collecting high rates students patients claimed warned intensifying agitation,0
train_06_139_2468,simply space detrimental amount pollution come coal-fired power station organisation project co-ordinator Tristen Taylor said protest mining company Johannesburg,0
train_06_14_17,Before court appearance protestors holding placards various slogans filled streets outside court memorandum handed magistrate Xolile Dlulisa,0
train_06_140_2060,Earthlife activists marched Anglo offices Johannesburg CBD company planned coal mine power station Waterberg Limpopo,1
train_06_141_1115,Meanwhile political activists continued protest several places Tamil Nadu particularly districts fed Mullaperiyar waters protest Kerala refusal raise storage level dam,1
train_06_142_3370,Communist Party India volunteers attempted stage rail roko Madurai rounded entered town railway station,0
train_06_143_1056,Cumbum near Theni Communist Party India activists held day-long fast,0
train_06_144_1238,Theni PMK held unusual form protest members sporting patta naamam holy ash spread across foreheads symbolically signifying betrayal,0
train_06_145_2777,group people protested outside Nelspruit Magistrate Court three men accused fraud relating building Mbombela stadium appear Thursday,0
train_06_146_2027,Over one hundred protesters held posters reading Who killed Jimmy What happened Jimmy Stop Corruption,0
train_06_147_3070,Some protesters wore T-shirts bearing image Mbombela municipal speaker Jimmy Mohlala shot dead January two thousand and nine blowing whistle companies individuals claimed involved tender corruption,1
train_06_148_713,Students Lay Siege CHSE Office two Results,1
train_06_148_3391,03rd June two thousand and fourteen BHUBANESWAR Outrage large-scale discrepancy Plus-Two results spilled streets hundreds students parents laid siege Council Higher Secondary Education CHSE head office Monday prompting Higher Education department order re-verification within forty-eight hours,1
train_06_149_2067,North West police arrested thirty residents Ganyesa north-west Vryburg Friday following protests poor service delivery,1
train_06_15_2865,The memorandum residents Ward ten Nkonkobe municipality registered resentment disapproval high crime rate country Alice particular,0
train_06_150_1830,About three hundred community members began blockading roads around town front municipal offices using rocks burning tyres car wrecks 3.30 police spokeswoman Captain Charlize van der Linden said,0
train_06_151_2324,After discussion police community members began throwing stones,0
train_06_152_1204,Shortly afterwards protestors gathered blockaded main road Ganyesa Vryburg,0
train_06_153_3229,group also attempted attack Pakistani shopkeepers premises Van der Linden said,0
train_06_154_2606,The unrest followed march residents last week voice dissatisfaction municipal manager,1
train_06_155_2201,Residents handed memorandum told expect feedback seven days never happened Van der Linden said,0
train_06_156_2747,ANDHRA PRADESH BSNL staff strike work August twenty-one two thousand and nine IST KURNOOL BSNL employees struck work August nineteen twenty part nation-wide agitation wage revision non-officer cadres,1
train_06_157_1358,Suresh Reddy former Assembly speaker Sridhar Babu present Higher Education Minister son former Assembly speaker Sripada Rao whose fathers killed Maoists past forefront Telangana movement,0
train_06_158_2304,Another minister legislator Gadwal Aruna whose father Narsi Reddy Congress MLA brutally killed Maoists Mahaboobnagar district also playing key rule lobbying Congress high command formation Telangana State,0
train_06_159_3393,number Bharatiya Janata Party ABVP activists killed Maoists Telangana region last several years think Maoists dominate formation separate state,0
train_06_16_686,The memorandum called State refuse bail murderers saying residents could tempted take law hands,1
train_06_160_2061,Two constables allegedly committed suicide Nizamabad district demanding statehood,1
train_06_161_1854,The village totally peaceful ongoing unrest Valley triggered killing twenty-one year-old Hizbul Mujahideen commander Burhan Wani July eight,1
train_06_162_1501,Addressing rally protest offensive said Tamils given equal rights powers affairs Sri Lanka,1
train_06_163_1301,Youth beaten Bajrang Dal men Madhya Pradesh fourteenth February two thousand and nine Prime Minister BHOPAL youth accompanying sister brutally beaten Bajrang Dal activists Ujjain fifty activists right-wing Hindu organisations detained Gwalior Bhopal Valentine Day Saturday Madhya Pradesh police said,0
train_06_164_2181,Activists Bajrang Dal gathered outside Vikram University Ujjain catch found celebrating Valentine Day stopped two young people beat man,1
train_06_165_1070,However cops posted nearby police outpost soon came rescue brought situation control,0
train_06_166_1075,People associated agitation others could also submit suggestions regard committees,0
train_06_167_3215,Haryana boil nearly fortnight last month protesters agitating reservation Jat community government jobs went rampage blocked road rail routes several places,1
train_06_168_1531,Thirty people killed agitation also saw large scale damage property,1
train_06_169_1848,KURNOOL Capital punishment sought rape accused July twenty-three two thousand and fifteen IST YSR Congress activists staged demonstration Gandhi statue front Kurnool Collectorate Wednesday seeking capital punishment Khaja Pasha allegedly raped seven-year-old girl Khadagpura July nineteen,1
train_06_17_2401,petition sent Grahamstown area commissioner June highlighting crime levels area according memorandum,0
train_06_170_1684,Participating protest YSRC city convenor Narasimha Radav city general secretary Noorullah Quadri State joint secretary Zaheer Ahmad Khan State Minority Cell secretary Saleem Basha said stringent punishment death sentence could act deterrent heinous crime,1
train_06_171_583,New Delhi OROP-PROTEST January eighteen two thousand and sixteen IST servicemen stage protest outside Jaitley residence servicemen seeking changes government One Rank One Pension OROP scheme Sunday staged protest outside official residence Finance Minister Arun Jaitley alleging failed respond concerns raised earlier meeting,1
train_06_172_868,This second time two weeks veterans staged demonstrations outside minister official residence,0
train_06_173_2888,Tshukudu allegedly shot dead Jaco Plooy forty-six October ten diverting traffic R52 leading Sannieshof avoid protests road,1
train_06_174_2649,Plooy alleged fired several shots group eight men self-defense attacking employees,1
train_06_175_194,said municipality responding issues raised community led protest pleaded chase away municipal workers area provide services,1
train_06_176_49,police helicopter monitored funeral procession sky mourners snaked streets Lichtenburg cemetery,0
train_06_177_2566,kilometre away cemetery coffin removed hearse community members lifted shoulder high carried rest way singing liberation songs,0
train_06_178_2633,African National Congress Economic Freedom Fighters members sang chanted marched together displaying respective party flags,0
train_06_179_1272,Govt Readies Wield Stick Striking Doctors Decide Harden Their Stand,1
train_06_179_1472,15th September two thousand and fifteen THIRUVANANTHAPURAM With government appearing mood meet demand doctors health service Kerala Government Medical Officers Association spearheading hunger strike front state secretariat called intensifying agitation coming days,1
train_06_18_3260,After Dlulisa accepted memorandum suspects led handcuffed court jeers protestors,0
train_06_180_1801,Even six days hunger strike government reached consensus demands raised striking doctors,1
train_06_181_737,Almost organisations associated doctors students expressed solidarity ongoing hunger strike,0
train_06_182_1041,Meanwhile government warned disciplinary action striking doctors,0
train_06_183_2767,Health Minister Sivakumar said agitation unnecessary major demands agreed upon,1
train_06_184_48,The KGMOA started boycotting VIP duties outside duties training camps Monday part intensifying agitation,1
train_06_185_1855,KGMOA leader president nominee Vijayakrishnan said government called discussion till though fast entered sixth day,0
train_06_186_31,The leader henchmen offered settlement approached state Lok Ayukta complaint corruption attacked wife,0
train_06_187_653,threatened also meet fate daughter Police provide protection,0
train_06_188_98,August eight fifteen armed goons beat wife mercilessly home,0
train_06_189_777,RTI activists target violence several cases nine killed different parts country year forcing Centre consider offering protection whistleblowers category,1
train_06_19_253,Maoist banners found tenth April two thousand and eleven KORAPUT MAOIST banners found near District Primary Education Project DPEP office today ultras threatened kill Shikhya Sahayak candidates outsiders district selected join service,0
train_06_190_3004,Today Paper seven killed fifty-five injured two Assam bomb blasts November twenty-three two thousand and nine IST child injured bomb blast treated Gauhati Medical College Hospital Sunday,0
train_06_191_45,Seven people killed fifty-five including minor children injured two bicycle-bomb blasts Nalbari headquarters town lower Assam Nalbari district Sunday morning,1
train_06_191_602,ULFA desperate show strength arrests say police,0
train_06_191_2056,Caller tells channels ULFA involved blasts Guwahati,0
train_06_191_3199,Photo Credit PHOTO PTI Sushanta Talukdar Police suspect handiwork ULFA,0
train_06_192_1062,The first blast occurred near Nalbari Police Station heart town around ten . . injuring several people,1
train_06_193_353,huge crowd market-goers gathered help injured witness blast after-effects another powerful blast occurred soon feet away first blast site,1
train_06_194_3413,Five people died spot second blast fifty injured several critically,1
train_06_195_1793,Police suspect blasts handiwork United Liberation Front Asom ULFA,0
train_06_196_2541,However caller identifying self-styled commander ULFA seven hundred and nine Battalion Hira Sarania told three local television news channels outfit involved blasts,0
train_06_197_135,The caller alleged blasts could handiwork vested interests sabotage fresh move People Committee Peace Initiative Assam PCPIA conglomerate civil society groups brokering peace dialogue ULFA government,1
train_06_198_3345,senior police officer declined quoted ground investigations still told The Hindu whether ULFA denied police suspected twin blasts handiwork militant outfit,1
train_06_199_1205,Two improvised bicycle-bombs triggered ULFA,0
train_06_2_445,April thirteen two thousand and nine Around ten policemen killed eastern Orissa Koraput district Maoists attack state-run bauxite mine,1
train_06_20_2490,Maoists banners also demanded release hardcore cadre Ghasi arrested police earlier week,0
train_06_200_2805,After triggering blasts public place ULFA denial mode fearing public outcry said,1
train_06_201_3221,Simon Blore director Leadarchitects Limited Angered anti-Occupy Central march followed dismay all-too apparent manipulation gullible people fed propaganda pro-Beijing loyalists Occupy Central initiative freer election process,1
train_06_202_1315,Others opposing movement bussed Sunday August seventeen free lunch participate march occupied Central thereby undermining argument,1
train_06_203_1902,But Hong Kong similar protest movement responded ever escalating catastrophic projections,0
train_06_204_3001,Labour trouble brews Jet Airways,0
train_06_204_3267,Indian Express PTI PTI Mumbai Mon Jan twenty-eight two thousand and thirteen hrs promoters finalise stake sale deal Gulf carrier Etihad labour unrest seems brewing Jet Airways engineers wearing black bands protest alleged move freeze salary hikes pilots deciding meet issue shortly,1
train_06_205_2611,section Jet technicians started symbolic protest wearing black bands last Friday protest management proposed move freeze wage hike next two three years sources among agitators said,1
train_06_206_2289,This immediate lesson two major events involving Odisha MLA Jhina Hikaka Sukma Bastar Collector Alex Paul Menon,0
train_06_207_3061,The fact fully-armed Naxalites resorted high profile abductions get arrested colleagues released reminder Indian state realise soft could manipulated techniques,1
train_06_208_1538,The official claim abductions outcome Naxalites falling support base helps divert attention core issue,1
train_06_209_2384,Two men arrested murder two ANC branch leaders KwaZulu-Natal south coast police said Tuesday,1
train_06_21_1424,Similar banners also found Sunki Ampavalli Maoists also blocked road felling trees,1
train_06_210_675,Dumisani Malunga forty-two Bheko Chiliza thirty-nine shot dead driving Oshabeni area 9.30 Sunday,0
train_06_211_1817,Monday African National Congress condemned shooting Malunga Oshabeni branch chairman Chiliza branch secretary,0
train_06_212_1128,concerned killing comrades,0
train_06_213_3097,This unacceptable tolerated ANC provincial secretary Sihle Zikalala said statement,0
train_06_214_150,would like express shock disgust latest killing would also like send condolences members families,0
train_06_215_3178,July ANC councillor Wandile Mkhize shot dead drive-by shooting near home Manaba Margate,0
train_06_216_1376,Two men charged murders,1
train_06_217_2569,Guo Australian citizenship taken away police Beijing shortly publication interview described participating one thousand nine hundred and eighty-nine pro-democracy protests Tiananmen Square discussed work created commemorating bloody crackdown,1
train_06_218_1249,Aligarh Muslim University reopens thirteenth May two thousand and eleven Prime Minister ALIGARH Aligarh Muslim University AMU closed following clashes two rival groups students April thirty today reopened,1
train_06_219_362,Holding Proctor accountable violent incidents Teachers Association started indefinite relay hunger strike yesterday,1
train_06_22_464,SIT fails serve notice Mani fourteenth November two thousand and twelve The Special Investigation Team SIT probing murder Youth Congress leader Anchery Baby failed serve notice polygraph test former CPM Idukki secretary Mani another accused Kynakari Kuttan Tuesday,0
train_06_220_1952,spent many days Admiralty protests middle night parents young daughters handing apples protesters,0
train_06_221_556,Those climbers hung banner Lion Rock boosted people spirits though day stay people hearts forever,1
train_06_222_2690,mum signed anti-Occupy petition manipulated journalist Robert Chow Yung,0
train_06_223_1819,Junior doctors strike SCB service crippled twenty-eighth June two thousand and thirteen Prime Minister The SCB Medical College Hospital plunged major crisis junior doctors turning senior faculty college authorities following arrest counterpart alleged use force journalist recently,1
train_06_224_1580,Medical services crippled junior doctors resorted cease-work agitation demanding removal college Dean well head Medicine Department along arrest journalist lodged complaint,1
train_06_225_2942,With four hundred and fifty junior doctors staying duty functioning Departments critical units affected seriously,1
train_06_226_1488,Meanwhile PIL filed Orissa High Court appealing declaring cease-work illegal,1
train_06_227_2755,The petitioner Rohan Mohanty submitted junior doctors strike affected hundreds patients thus directed join duty immediately,1
train_06_228_2691,Work ROB resumes second July two thousand and nine PALAKKAD The work Kadakaamkunnu railway bridge suspended following strike locals resumed,1
train_06_229_3287,Since work bridge progressing snail pace locals begun agitation since June sixteen,1
train_06_23_2754,Mpofu represents families slain miners miners arrested labour unrest Lonmin platinum mine Rustenburg last year forty-four people killed,0
train_06_230_146,Prohibitory order extended Kasargod seventeenth November two thousand and nine Tomin Thachankary visiting Bhajan Mandir Amey Colony ransacked miscreants Sunday,0
train_06_231_1825,The DGP said steps taken prevent escalation violence,1
train_06_232_3320,The hartal supporters assaulted police party Chettukuzhy engaged removing road block,0
train_06_233_278,Assistant Sub Inspector Bhaskaran attacked mob twenty-five hartal supporters,0
train_06_234_930,The assailants stabbed face stone,0
train_06_235_2309,PFI activists later took march city protesting police action,1
train_06_236_1791,MUMBAI Opposition relief Sanjay Dutt October twenty-five two thousand and thirteen IST Maharashtra opposition parties objected reduction prison term served actor Sanjay Dutt one thousand nine hundred and ninety-three Mumbai serial blasts case,0
train_06_237_1844,The families one thousand nine hundred and ninety-three serial blasts convicts also filed pardon petitions,0
train_06_238_1540,Among petition filed behalf Kersi Adajania convicted helping melt fifty-six rifle Dutt stored house,1
train_06_239_1038,Police use tear gas lathicharge diamond polishers mob turns violent Varachha,1
train_06_239_1721,Indian Express Express News Service Express News Service Surat Tue Jan twenty two thousand and nine hrs Thousands workers queued outside SDA office collect forms waive school fees,1
train_06_24_199,Soon meeting Bharatiya Janata Party legislators staged dharna demanding Bhardwaj recall undemocratic conduct even state Cabinet urged accord permission convene ten day legislature session June two,1
train_06_240_166,Police resorted baton charge tear gas shelling jobless diamond workers gathering latter turned violent outside Surat Diamond Association SDA office Varachha Monday,1
train_06_241_568,Fearing would get forms mob turned violent pelted stones SDA property vehicles parked outside,1
train_06_242_9,said police learnt notorious elements present crowed turned violent,0
train_06_243_157,ANDHRA PRADESH Strike near total Khammam December fifteen two thousand and six IST Staff Reporter Dharnas demonstrations mark protest government policies KHAMMAM The general strike called left trade unions Centre economic policies near total Khammam district Thursday,1
train_06_244_3079,majority employees teachers unions supported strike,0
train_06_245_1094,Dharnas demonstrations marked protest towns divisional headquarters,0
train_06_246_3025,Led Joint Action Committee Employees Teachers Workers huge rally organised pavilion grounds Collectorate,0
train_06_247_783,The protesters squatted front Collectorate,0
train_06_248_2964,Partial Singareni The Telangana Non Governmental Organizations State associate president Sudhakar took part protest Collectorate said fears expressed employees workers owed mainly moves government,1
train_06_249_2072,The protesters raised slogans government,1
train_06_25_2114,Without naming Railway Minister Mamata Banerjee recently organised controversial rally Lalgarh Agarwal wanted know whether government would take action influential people openly supporting Maoists,1
train_06_250_2977,Out two thousand four hundred and seventy-eight coal workers first shift one thousand and forty-five attended,0
train_06_251_3284,Kothagudem area strike could make little impact,0
train_06_252_1136,Indian Express Parimal Dabhi Parimal Dabhi Ahmedabad September eighteen Fri Sep nineteen two thousand and eight hrs One Charul Vakta businessman profession filed police complaint four members City Doctors Cell Ahmedabad unit Bharatiya Janata Party allegedly defaming Prime Minister Manmohan Singh protest act wherein alluded anti-national addition passing disparaging remarks,1
train_06_252_2553,Picking Prime Minister brain four Bharatiya Janata Party docs fire mocking Prime Minister,1
train_06_253_433,The four doctors part Bharatiya Janata Party protest enacted mock surgery skull near Income Tax circle Tuesday support demand bringing proposed Gujarat Control Organised Crime GUJCOC Act,1
train_06_254_2523,The Bharatiya Janata Party Doctors Cell organised mock brain surgery person named Singh whose residential address mentioned Prime Minister House Delhi Bharatiya Janata Party protest literature Tuesday,0
train_06_255_1715,DOMESTIC VIOLENCE Indian Express Sun Aug three two thousand and eight hrs disturbing six months India internal security first Naxal attacks Orissa bomb blasts Bangalore Ahmedabad,1
train_06_256_948,civilians security forces killed Naxals attacks two thousand and eight,0
train_06_257_158,July twenty-five Terror struck capital Bangalore least nine low intensity serial blasts rocked city leaving two dead several injured,1
train_06_258_2134,July twenty-six day later Ahmedabad turn twenty-nine people killed one hundred hurt sixteen bombs went space ninety minutes,1
train_06_259_1049,The attacks first city Akshardham terror strike two thousand and two,0
train_06_26_2318,The Left Bharatiya Janata Party parties disrupting Parliament proceedings past two days alleged involvement Maoists organising Trinamool Congress rally Lalgarh West Bengal,1
train_06_260_1378,May thirteen Eight serial bomb blasts Johari Bazaar Hanuman temple Hawa Mahal Badi Chaupad Tripolia Bazaar Chandpole Jaipur,0
train_06_261_1175,January one Terrorists struck para-military CRPF Group Centre Rampur Uttar Pradesh,0
train_06_262_1940,The Lashkar-e-Toiba suspected behind attack,0
train_06_263_560,July sixteen CPI-Maoist cadres killed seventeen personnel Special Operations Group Orissa Police landmine blast Malkangiri district,0
train_06_264_1257,anti-landmine van carrying police team returning district headquarters town Malkangiri attacked,0
train_06_265_125,July eight CPI-Maoist cadres shot dead Ramesh Singh Munda Jharkhand Janata Dal-United MLA along two bodyguards teenaged boy sub-divisional town Bundu Ranchi district,0
train_06_266_1137,June thirty DSP four constables killed landmine blast triggered suspected CPI-Maoist cadres Pundigiri village Bundu fifty kilometres Ranchi,1
train_06_267_2131,June twenty-nine thirty-five security force personnel belonging Greyhounds Andhra Pradesh killed Naxal attack sixty-eight member Andhra Pradesh-Orissa police party Chitrakonda reservoir Malkangiri district close Andhra Pradesh border,1
train_06_268_1215,June two CPI-Maoist cadres killed three villagers near Ranchi allegedly collecting money name outfit,1
train_06_269_2550,May twenty-one CPI-Maoist cadres shot dead three persons injured another Kotam village Gumla district Jharkhand,0
train_06_27_2090,Communal clashes Delhi mar Eid Posted Wed Jan twenty one thousand nine hundred and ninety-nine IST NEW DELHI JANUARY nineteen minor tiff children Eid day led Hindu-Muslim clashes Welcome Colony near Seelampur northeast Delhi,1
train_06_270_679,April twenty-six Three policemen two CPI-Maoist cadres killed encounter Dumka Jharkhand,1
train_06_271_1496,April thirteen Six persons including five security force personnel porter killed Naxal attack Jhajha railway station Jamui district Bihar,1
train_06_272_2737,group two hundred Maoists attacked crowded railway station looted rifles ammunition GRP armoury,0
train_06_273_3099,April ten Naxals killed six persons belonging Sashastra People Morcha SSM outfit surrendered Naxals Bihar,0
train_06_274_838,April eight Nine persons killed two others injured CPI-Maoist cadres fired vehicle subsequently set ablaze Semra Gumla district Jharkhand,1
train_06_275_3383,April one Four people killed Poradih-Chenpur village Khunti district Jharkhand,0
train_06_276_190,Bodies victims throats slit recovered April two,0
train_06_277_3289,hand-written note left behind Maoists claimed four persons punished indulging robbery,1
train_06_278_1700,January twenty-six CPI-Maoist cadres shot dead three persons accusing police spies Borlagunda village Andhra Pradesh Karimnagar district,1
train_06_279_3165,January one least four policemen killed attack Bariapur police post Munger district Bihar,1
train_06_28_2256,Several persons including two policemen injured clash lasted nearly hour,0
train_06_280_1773,More one hundred Maoists attacked police post keeping vigil picnic spot Rishikund hundreds people gathered celebrate New Year,1
train_06_281_2584,Curfew relaxed violence-hit areas Hyderabad Indian Express Agencies Agencies Hyderabad Sat Apr three two thousand and ten hrs Curfew relaxed two hours morning violence-hit areas city witnessed communal clashes last week,0
train_06_282_3392,Two persons killed ninety injured communal clashes began Saturday last issue putting religious flags,1
train_06_283_1439,violence spread curfew later extended eight localities,1
train_06_284_994,Freezing weather conditions ANC Siyanqoba Rally Raahil Sain PORT ELIZABETH July twenty-three ANA African National Congress supporters streamed Dan Qeqe Stadium Zwide Port Elizabeth freezing weather conditions rain ANC August three municipal elections Siyanqoba rally Saturday,1
train_06_285_2670,Despite poor weather supporters sang danced rain sounds gospel ANC struggle songs,0
train_06_286_1553,The Cheriyathura clash outcome petty scuffle two sections,1
train_06_287_2447,finally ended clashes two communities,0
train_06_288_2921,TAMIL NADU Police families retired officials stage demonstration March seven two thousand and nine IST VOICING THEIR CONCERN Family members police personnel former police officers staging demonstration city Friday urging Government help resolve tussle lawyers police,1
train_06_289_580,Photo Credit PHOTO SIVA SARAVANAN Staff Reporter Coimbatore Family members police personnel retired police officials staged demonstration Gandhipuram city Friday,0
train_06_29_1373,The police fired seven rounds air lobbed nine teargas shells bring mob fired country-made guns pelted stones control,1
train_06_290_2055,Demonstrators flayed advocates violent incidents took place Madras High Court premises Chennai February nineteen year,0
train_06_291_1619,The municipality witnessed protests residents Boitumelong beginning April number houses including councillor burnt,1
train_06_292_1861,Protesters also disrupted schools pelted police stones petrol-bombed Nyala,0
train_06_293_2622,Presbyter Church Injured Attack Salem thirty-first August two thousand and fifteen SALEM fifty-five year-old presbyter church Hasthampatty near injured allegedly assaulted another group shrine Sunday mass police said today,1
train_06_294_91,Five members old group entered church Sunday mass yesterday assaulted Akilan injuring,1
train_06_295_624,Akilan admitted hospital along member rivaal group Stalin Dinakaraj also sustained injuries melee,1
train_06_296_407,wants EFF PayBackTheMoney damage universities Raahil Sain PORT ELIZABETH March eight ANA The Democratic Alliance wants Economic Freedom Fighters EFF groups allegedly involved vandalism universities pay back money damages caused campuses worth R150 million,1
train_06_297_1029,Yusuf Cassim said statement Tuesday universities affected violent student protests recorded damages worth R150 million,1
train_06_298_3009,Our Universities already cash-strapped inevitably burden paying brazen right wing vandalism carried poorest students desperate access higher education one day get job,1
train_06_299_1893,Cassim said since laid complaint South African Human Rights Commission SAHRC one identified leader EFF structure Omphile Seleke allegedly incited chaos violence University Pretoria Tuks campus particular,1
train_06_3_590,When opposition Congress organised padyatra Salipur Cuttack district part Jana Jagaran Yatra Saturday BJD roped dissident block level Congress workers area show image affected manner,1
train_06_30_2203,began around four local MCD school divided Urdu Hindi-medium sections,0
train_06_300_1578,Medicos hunger strike enters fourth day Posted Wed May nineteen one thousand nine hundred and ninety-nine IST PATIALA MAY eighteen call given Medicos Action Committee Patiala hunger strike demonstrating MBBS students entered fourth day today,0
train_06_301_960,The thirty students continued hunger strike withdrawal suspension eight student doctors,1
train_06_302_1974,Representatives several trade unions students organisations political workers participated camp show solidarity demonstrating students,1
train_06_303_1536,Rights groups review sedition law Indian Express Express News Service Express News Service Jaipur Sat Jan one two thousand and eleven hrs Civil rights organisations Left parties Friday staged protest rally demanding review sedition law repeal controversial Chhattisgarh Special Public Security Act unconditional release Binayak Sen sentenced life trial court charges sedition helping Maoists,1
train_06_304_2720,Speakers rally orgainsed Peoples Union Civil Liberties PUCL Communist Party India CPM Chhattisgarh Mukti Morcha CMM accused Raman Singh government implicated Sen false case,1
train_06_305_1615,Others addressed dharna demanded government must review Section one hundred and twenty-four Indian Penal Code IPC deals sedition law Sen sentenced,1
train_06_306_962,Reports reaching Bastar said Naxalites erected effigies Union Home Minister Chidambaram Chhattisgarh Chief Minister roads remote areas close Narayanpur-Orchcha roads,0
train_06_307_3081,The effigies could stuffed explosives,0
train_06_308_2047,Rebels also planted landmines way places target security forces remove effigies police sources said,1
train_06_309_475,14th July two thousand and fifteen VIJAYAWADA With municipal sanitation workers strike entering fourth day Monday streets Vijayawada stinking,1
train_06_309_2244,City Stinks Sanitation Staff Strike Continues,1
train_06_31_3380,The altercation took turn worse bystanders communities joined whatever could lay hands,1
train_06_310_772,Even public civic officials want strike end agitating sanitation workers decided intensify agitation response government,1
train_06_311_894,Earlier day agitating sanitation workers took protest rally Tummalapalli Kalakshetram Collector Camp Office staged dharna shouting anti-establishment slogans couple hours,0
train_06_312_1868,Three months back garbage transport vehicle drivers went flash strike city stank four days,1
train_06_313_2429,VMC health department officials said though situation alarming time round previous strike city could stink antiation workers strike resolved fortwith,1
train_06_314_1895,lifts stay Gujarat riot cases,0
train_06_314_2241,26th October two thousand and ten Prime Minister NEW DELHI The Supreme Court today gave green signal trial courts Gujarat give verdict two thousand and two Godhra train carnage seven cases communal riots followed kept hold judgement case Chief Minister Narendra Modi questioned,1
train_06_315_875,"fifty-nine persons died Sabarmati express attack Godhra February twenty-seven two thousand and two around 1,000 persons killed resultant riots",1
train_06_316_3217,Congress Ehasan Jafri among killed Gulberg Society riots,0
train_06_317_3138,Special Bench Justices Jain Sathasivam accepted plea SIT fifteen days time submit report Gulberg Society killings,0
train_06_318_1977,Protesting workers petrol stations car dealers panel beaters warned employers Tuesday prepare long battle campaign better wages allowances,1
train_06_319_3353,Mthuthuzeli Tom president National Union Metalworkers Numsa said march offices Fuel Retailers Association FRA Retail Motor Industry RMI better members suffer keep suffering,0
train_06_32_463,Brickbats flew directions knives also flashed,0
train_06_320_1949,Reading memorandum Numsa regional secretary Jack Bezuidenhout said The wage offer attitude industry disgusting stinking,0
train_06_321_881,Congress Workers Spoil Sub-district Arts Fest fourteenth November two thousand and fourteen PERINTHALMANNA The Congress workers participating Janapakshayatra flexed muscles Thursday interrupted Perinthalmanna Sub-district Arts Festival avoid disturbance reception accorded yatra town,1
train_06_322_842,There also efforts attack local cable channel cameraman,0
train_06_323_1964,The festival interrupted almost one hour Manoj Kumar organising committee member fest said,0
train_06_324_1589,There also allegation Congress workers came interrupt fest inebriated state,1
train_06_33_707,Personnel local police station less half-a-kilometre spot reached twenty minutes clashes broke,0
train_06_34_230,The arrival police deter mob continued brickbatting safety houses,0
train_06_35_313,Police teargassing answered gunshots air one houses,1
train_06_36_2452,retaliation police fired rounds air finally capped clashes,1
train_06_37_1395,After Chief Minister briefed incident mobbed residents listen acute power problem area,1
train_06_38_3286,The residents told residents area indulged fighting,0
train_06_39_1073,Even police rounding suspects interrogating Chanda prime suspect known ruffian stone flew landed near area SDM Prakash Chandra,0
train_06_4_3046,The seven-km long padyatra Congress Manoharpur Salipur attended party supporters farmers,0
train_06_40_2763,Home guards ran direction stone hurled caught hold teenaged boy dragged direction local police station,0
train_06_41_443,The number persons injured clashes could ascertained gone hiding,1
train_06_42_697,Northam Platinum management acknowledged receipt memorandum striking mineworkers head office Johannesburg Tuesday,0
train_06_43_3049,The platinum miner reportedly offered workers eight nine percent increases warned strike continue may forced cut jobs,1
train_06_44_2407,Workers company Zondereinde mine near Amandelbult Limpopo went strike November three,0
train_06_45_1394,woman killed sleep bombs rocked parts Soweto south Johannesburg Wednesday morning last week,1
train_06_46_241,Another bomb went Bronkhorstspruit Mpumalanga,0
train_06_47_2626,Selebi said police positively place least one men scene Soweto blasts,0
train_06_48_2427,The mixture similar used Gauteng Mpumalanga bombs,0
train_06_49_2476,KERALA Picketing held April twenty-one two thousand and ten IST KALPETTA Congress activists picketed State government offices six centres district Tuesday part State-wide agitation Kerala Pradesh Congress Committee rise prices essential commodities,1
train_06_5_2744,The rally culminated public meeting senior Congress leaders held BJD government responsible spate farmer suicides State since September,0
train_06_50_982,Functioning offices disrupted time,0
train_06_51_3044,KERALA Private bus strike total city August fourteen two thousand and eight IST DIFFICULT RIDE Commuters hard time first day private bus strike city Wednesday,1
train_06_52_149,Photo Credit Photo Vipin Chandran Staff Reporter KSRTC operates sixty-four additional services KOCHI Private buses kept road first day indefinite strike called trade unions demanding fair wages fixed State government,1
train_06_53_1890,"The release claimed nearly 1,000 workers operate services within city strike",0
train_06_54_1209,strike prolongs nearly fifty buses need brought main depots like Thiruvananthapuram operate buses different parts district Stanley said,1
train_06_55_1632,Talks fail The indefinite strike continue meeting convened District Collector Beena end private bus strike failed reach consensus,1
train_06_56_848,Hong Kong rocked series protests hundreds thousands people recent weeks many ended violent clashes police pockets demonstrators,1
train_06_57_667,The protests initially focused bill would make easier extradite people China semi-autonomous city,1
train_06_58_482,But authorities harsh policing protests coupled refusal Hong Kong leader completely withdraw bill mean protesters returned streets time,1
train_06_59_1618,Many Hong Kongers also cite jailing leaders activists two thousand and fourteen Occupy Central movement seventy-nine day mass civil disobedience movement well disqualification young localist lawmakers signs erosion civil freedoms,1
